Area,Renamed Polygon,Sitecode,Tidestation,Latitude.DMS,Longitude.DMS,Latitude.DD,Longitude.DD,Description,Tidetype,Polygon ID,Atlas ID#,Region,Stock,BuoySite
Yellow 'TB' Buoy,Yellow 'TB' Buoy,10.24,Seattle,47 23.11,122 21.11,47.3864,-122.3531,On yellow 'TB' Buoy off Pt. Robinson.,ALL,1024,346,Puget Sound,Southern Puget Sound,1
Yellow 'TA' Buoy,Yellow 'TA' Buoy,10.25,Seattle,47 26.87,122 24.11,47.4575,-122.4031,On yellow 'TA' Buoy off Three Tree Point.,ALL,1025,347,Puget Sound,Southern Puget Sound,1
Yellow 'T' Buoy,Yellow 'T' Buoy,10.26,Seattle,47 34.54,122 26.96,47.5817,-122.46,On yellow 'T' Buoy off Alki Point.,ALL,1026,348,Puget Sound,Southern Puget Sound,1
West Pt Buoy,West Pt Buoy,10.27,Seattle,47 39.60,122 26.21,47.6667,-122.4392,On green Buoy just off West Point.,ALL,1027,349,Puget Sound,Southern Puget Sound,1
Yellow 'SG' Buoy,Yellow 'SG' Buoy,10.28,Seattle,47 39.71,122 27.80,47.6697,-122.4722,On yellow 'SG' Buoy between West Point and Skiff Point.,ALL,1028,350,Puget Sound,Southern Puget Sound,1
Meadow Pt Buoy,Meadow Pt Buoy,10.29,Seattle,47 41.80,122 24.46,47.7056,-122.4128,On green Meadow Point Buoy.,ALL,1029,351,Puget Sound,Southern Puget Sound,1
Yellow 'SF' Buoy,Yellow 'SF' Buoy,10.3,Seattle,47 53.83,122 29.05,47.9064,-122.4847,On yellow 'SF' Buoy east of Jefferson Head.,ALL,1030,352,Puget Sound,Northern Inland,1
Possession Pt Buoy,Possession Pt Buoy,10.31,Seattle,47 53.84,122 23.05,47.9067,-122.3847,On green Buoy off Possession Point.,ALL,1031,353,Puget Sound,Northern Inland,1
Scatchet Head Buoy,Scatchet Head Buoy,10.32,Seattle,47 54.56,122 26.14,47.9156,-122.4372,On red Scatchet Head Buoy.,ALL,1032,354,Puget Sound,Northern Inland,1
Yellow 'SE' Buoy,Yellow 'SE' Buoy,10.33,Seattle,47 55.48,122 29.59,47.93,-122.4997,On yellow 'SE' Buoy off Point No Point.,ALL,1033,355,Puget Sound,Northern Inland,1
Double Bluff Buoy,Double Bluff Buoy,10.34,Seattle,47 57.98,122 33.12,47.9772,-122.5533,On green Buoy off Double Bluff.,ALL,1034,356,Puget Sound,Northern Inland,1
Yellow 'SD' Buoy,Yellow 'SD' Buoy,10.35,Seattle,47 57.97,122 34.73,47.9769,-122.5869,On yellow 'SD' Buoy just north of Foulweather Bluff.,ALL,1035,357,Puget Sound,Northern Inland,1
Foulweather Bluff Buoy,Foulweather Bluff Buoy,10.36,Seattle,47 56.80,122 36.12,47.9556,-122.6033,On red Buoy off Foulweather Bluff.,ALL,1036,358,Puget Sound,Northern Inland,1
Yellow 'SC' Buoy,Yellow 'SC' Buoy,10.37,Seattle,48  1.87,122 38.14,48.0408,-122.6372,On yellow 'SC' Buoy west of Bush Point.,ALL,1037,359,Puget Sound,Northern Inland,1
Restoration Pt Buoy,Restoration Pt Buoy,10.38,Seattle,47 35.02,122 28.54,47.5839,-122.4817,On red Buoy off Restoration Point.,ALL,1038,360,Puget Sound,Southern Puget Sound,1
Rich Passage Buoy,Rich Passage Buoy,10.39,Seattle,47 34.07,122 31.28,47.5686,-122.5244,On red '4' Buoy off Orchard Point.,ALL,1039,361,Puget Sound,Southern Puget Sound,1
Rich Passage Buoy,Rich Passage Buoy,10.39,Seattle,47 34.56,122 32.06,47.5822,-122.535,On red Buoy in Rich Passage.,ALL,1039,362,Puget Sound,Southern Puget Sound,1
Orchard Rocks Red Buoy,CLAM BAY/RICH PASSAGE BUOYS,10.39,Seattle,47 34.07,122 31.28,47.5686,-122.5244,,,1039,,Puget Sound,Southern Puget Sound,1
Clam Bay/Manchester fish pens,CLAM BAY/RICH PASSAGE BUOYS,10.39,Seattle,47 34.07,122 31.28,47.5686,-122.5244,,,1039,,Puget Sound,Southern Puget Sound,1
Steamboat Island,Carlyon boomsticks/ Steamboat Island,10.4,Seattle,47 10.926,122 56.22,47.1922,-122.9394,,High high,1040,,Puget Sound,Southern Puget Sound,0
Stretch Island Float,Stretch Island to Allyn Floats/ North bay,10.41,Seattle,47 21,122 49.26,47.35,-122.8239,float,High high,1041,,Puget Sound,Southern Puget Sound,0
Grapeview and float docks around Allyn,Stretch Island to Allyn Floats/ North bay,10.41,Seattle,47 21,122 49.26,47.35,-122.8239,,,1041,,Puget Sound,Southern Puget Sound,0
Point Defiance tip,Pt Defiance,10.43,Seattle,47 19,122 32.85,47.3167,-122.5569,,,1043,,Puget Sound,Southern Puget Sound,0
Ruston Breakwater,Ruston Breakwater,10.44,Seattle,47 18.35,122 30.48,47.3097,-122.5133,,,1044,,Puget Sound,Southern Puget Sound,0
Bremerton Ship yard PSB,Bremerton Naval Shipyard/Port Securtiy Barrior,10.45,Seattle,47 33.38,122 37.87,47.5606,-122.6408,,,1045,,Puget Sound,Southern Puget Sound,0
Elliot Bay Mooring Buoy (off of Saltys),Elliot Bay Mooring Buoys/Off Salty's,10.46,Seattle,47 35.25,122 22.05,47.5903,-122.3681,,,1046,,Puget Sound,Southern Puget Sound,1
Duwamish River Mouth Buoy,Elliot Bay Mooring Buoys/Off Salty's,10.46,Seattle,47 35.25,122 22.05,47.5903,-122.3681,,,1046,,Puget Sound,Southern Puget Sound,1
Suldan marina boom sticks (Port Orchard),Suldan's Marina/Sinclair Inlet,10.47,Seattle,47 31.93,122 40.36,47.5425,-122.6767,,,1047,,Puget Sound,Southern Puget Sound,0
Solopoint/ S side Ketron Mooring Buoy,Solopoint/ S side Ketron Mooring Buoy,10.48,Seattle,47 8.63,122 38.43,47.1342,-122.6453,Buoy on the south side Ketron Island/ Solo point,,1048,,Puget Sound,Southern Puget Sound,1
Orchard Rocks,Orchard Rocks,10.49,Seattle,47 34.41,122 31.53,47.5781,-122.5314,,,1049,,Puget Sound,Southern Puget Sound,0
Burley Lagoon Oyster floats,Burley Lagoon Oyster floats,10.5,Seattle,47 23.01,122 38.23,47.3836,-122.6397,,,1050,,Puget Sound,Southern Puget Sound,0
Hyde Point to Gertrude,Hyde Pt to Gertrude Island,10.51,Seattle,47 12.41,122 38.59,47.2114,-122.6497,,,1051,,Puget Sound,Southern Puget Sound,0
Fragaria Rock,"Fragaria Rock, Ollala",10.52,Seattle,47 27.65,122 31.88,47.4681,-122.5411,,,1052,,Puget Sound,Southern Puget Sound,0
In Tow,In Tow,10.89,Seattle,,,,,animals in tow,,1089,,Puget Sound,Northern Inland,0
Unspecified-H2O,Unspecified-H2O,10.99,Seattle,?,?,,,Animals in open water,ALL,1099,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,11,,,,,,unknown haul out location 11.00,,1100,,San Juan Islands,Northern Inland,0
Matia Island Area,Matia Island Area,11.01,Port Townsend,48 44.96,122 50.03,48.76,-122.8342,On intertidal ledges and reef areas alon north side of island.,LOW,1101,363,San Juan Islands,Northern Inland,0
Matia Island Area,Matia Island Area,11.01,Port Townsend,48 44.64,122 49.55,48.7511,-122.8319,On intertidal rocks and reef areas off east end of island.,LOW,1101,364,San Juan Islands,Northern Inland,0
Puffin Island Area,Puffin Island Area,11.02,Port Townsend,48 44.71,122 49.30,48.7531,-122.825,On intertidal rocks and reef area on west end of Puffin Island.,LOW,1102,365,San Juan Islands,Northern Inland,0
Puffin Island Area,Puffin Island Area,11.02,Port Townsend,48 44.74,122 49.22,48.7539,-122.8228,On intertidal ledges on north side of Puffin Island. Nursery area.,LOW,1102,366,San Juan Islands,Northern Inland,0
Reef East of Puffin Is,Reef E of Puffin Is/(19),11.03,Port Townsend,48 44.64,122 48.95,48.7511,-122.8264,On reef area just east of Puffin Island. Nursery area.,LOW,1103,367,San Juan Islands,Northern Inland,0
Lummi Is./Pt. Migley,Lummi Island/Point Migley,11.04,Port Townsend,48 44.90,122 42.96,48.7583,-122.7267,On rocks and reef area off Point Migley.,LOW,1104,368,San Juan Islands,Northern Inland,0
Barnes Island,Barnes Island,11.05,Port Townsend,48 42.23,122 46.43,48.7064,-122.7786,On intertidal rocks and reef areas on north end of island.,LOW,1105,369,San Juan Islands,Northern Inland,0
Clark Island,Clark Island,11.06,Port Townsend,48 42.50,122 45.88,48.7139,-122.7744,On intertidal rocks and reef areas on north end of isand.,LOW,1106,370,San Juan Islands,Northern Inland,0
The Sisters Area,Sisters/Little Sister,11.07,Port Townsend,48 41.51,122 45.53,48.6975,-122.7647,On intertidal rocks and reef areas off southeast end of Barnes Island.,LOW,1107,371,San Juan Islands,Northern Inland,0
The Sisters Area,Sisters/Little Sister,11.07,Port Townsend,48 41.61,122 45.38,48.7003,-122.7606,On intertidal area around The Sisters Rock (USFWS ID 47).,LOW,1107,372,San Juan Islands,Northern Inland,0
Little Sister,Sisters/Little Sister,11.08,Port Townsend,48 41.40,122 45.49,48.6944,-122.7636,On intertidal area around Little Sister Rock (USFWS ID 48).,LOW,1107,373,San Juan Islands,Northern Inland,0
Middle Peapod Rock,Middle Peapod Rock,11.09,Port Townsend,48 38.41,122 45.04,48.6447,-122.7511,On intertidal rocks and reef areas around Middle Peapod Rock (USFWS ID 63).,LOW,1109,374,San Juan Islands,Northern Inland,0
North Peapod Rock,N Peapod Rocks,11.1,Port Townsend,48 38.53,122 44.71,48.6481,-122.7531,On intertidal rocks and reef areas around North Peapod Rock (USFWS ID 64).,LOW,1110,375,San Juan Islands,Northern Inland,0
South Peapod Rock,S Peapod Rocks,11.11,Port Townsend,48 38.04,122 45.45,48.6344,-122.7625,On intertidal rocks and reef areas around South Peapod Rock (USFWS ID 62).,LOW,1111,376,San Juan Islands,Northern Inland,0
Boulder Reef Area,Boulder Reef Area,11.12,Port Townsend,48 38.11,122 41.35,48.6364,-122.6931,On intertidal rocks and reef area at Boulder Reef,LOW,1112,377,San Juan Islands,Northern Inland,0
Buckeye Shoal,Buckeye Shoal,11.13,Port Townsend,48 37.44,122 43.72,48.6289,-122.7367,On intertidal reef area at Buckeye Shoal.,LOW,1113,378,San Juan Islands,Northern Inland,0
Cypress Reef,Cypress Reef,11.14,Port Townsend,48 36.98,122 43.14,48.6272,-122.7206,On intertidal rocks and shoals at Cypress Reef.,LOW,1114,379,San Juan Islands,Northern Inland,0
Cone Island,Cone Island Area,11.15,Port Townsend,48 35.54,122 40.69,48.5983,-122.6858,On intertidal areas around Cone Islands.,LOW,1115,380,San Juan Islands,Northern Inland,0
"Sinclair Island, SE",Sinclair Is/Rocks on SE Side,11.16,Port Townsend,48 36.77,122 39.41,48.6214,-122.6614,On intertidal rocks and reef areas on southeast end of island.,LOW,1116,381,San Juan Islands,Northern Inland,0
Viti Island,Viti Island,11.17,Port Townsend,48 37.96,122 37.26,48.6433,-122.6239,On intertidal rocks and reef areas around Viti Island (USFWS ID 66).,LOW,1117,382,San Juan Islands,Northern Inland,0
Black Rock,Black Rock,11.18,Port Townsend,48 32.78,122 45.85,48.555,-122.7736,On intertidal rocks and reef areas around Black Rock,LOW,1118,383,San Juan Islands,Northern Inland,0
Pointer Island,Pointer Island,11.19,Port Townsend,48 32.30,122 46.85,48.5417,-122.7903,On intertidal rocks and reef areas around Pointer Island (USFWS ID 57).,LOW,1119,384,San Juan Islands,Northern Inland,0
Lawson Rock,Lawson Rock,11.2,Port Townsend,48 31.87,122 47.24,48.5408,-122.79,On intertidal rocks and reef areas around Lawson Rock (USFWS ID 56).,LOW,1120,385,San Juan Islands,Northern Inland,0
Belle Rock,Belle Rock,11.21,Port Townsend,48 29.59,122 45.09,48.4997,-122.7525,On intertidal areas around Belle Rock.,LOW,1121,386,San Juan Islands,Northern Inland,0
Bird Rocks,Bird Rocks,11.22,Port Townsend,48 29.10,122 45.65,48.4861,-122.7681,On intertidal rocks and reef areas around south Bird Rocks (USFWS ID 80).,LOW,1122,387,San Juan Islands,Northern Inland,0
Bird Rocks,Bird Rocks,11.22,Port Townsend,48 29.16,122 45.61,48.4878,-122.7669,On intertidal rocks and reef areas aroung middle Bird Rocks (USFWS ID 80).,LOW,1122,388,San Juan Islands,Northern Inland,0
Bird Rocks,Bird Rocks,11.22,Port Townsend,48 29.23,122 45.56,48.4897,-122.7656,On intertidal rocks and reef areas around north Bird Rocks (USFWS ID 80).,LOW,1122,389,San Juan Islands,Northern Inland,0
Burrows Is./West Side,Burrows Island/West Side Reefs,11.25,Port Townsend,48 29.03,122 42.72,48.4842,-122.72,On intertidal ledges and reef area off the northwest side of island.,LOW,1125,390,San Juan Islands,Northern Inland,0
Allan Is./NW End,Allan Island/NW Reef,11.26,Port Townsend,48 28.06,122 42.70,48.4683,-122.7194,On intertidal rocks and reef area off the northwest side of island.,LOW,1126,391,San Juan Islands,Northern Inland,0
Williamson Rocks,Williamson Rocks,11.27,Port Townsend,48 26.99,122 42.28,48.4608,-122.7078,On intertidal ledges and reef areas around Williamson Rocks (USFWS ID 81). Nursery area.,LOW,1127,392,San Juan Islands,Northern Inland,0
Castle Rock Area,Castle Rk/Blind Island,11.28,Port Townsend,48 25.30,122 49.23,48.425,-122.8231,On scattered intertidal rocks and reef areas around Castle Rock area.,LOW,1128,393,San Juan Islands,Northern Inland,0
Colville Island,Colville Island,11.29,Port Townsend,48 24.87,122 49.24,48.4242,-122.8233,On intertidal ledges and rocks on south side of Colville Island USFWS ID 82).,LOW,1129,394,San Juan Islands,Northern Inland,0
Aleck Bay Area,Aleck Bay Area,11.3,Port Townsend,48 25.18,122 51.31,48.4217,-122.8586,Intertidal rocks and reef areas off Aleck Bay.,LOW,1130,395,San Juan Islands,Northern Inland,0
Aleck Bay Area,Aleck Bay Area,11.3,Port Townsend,48 25.11,122 50.81,48.4197,-122.8558,Intertidal ledges and reef areas around unnamed rock (USFWS ID 10) at entrance to Aleck Bay.,LOW,1130,396,San Juan Islands,Northern Inland,0
Aleck Bay Area,Aleck Bay Area,11.3,Port Townsend,48 25.34,122 50.90,48.4261,-122.8583,Intertidal ledges and reef areas around unnamed rock (USFWS ID 11) at entrance to Aleck Bay.,LOW,1130,397,San Juan Islands,Northern Inland,0
Iceberg Pt.,Iceberg Point Area,11.31,Port Townsend,48 25.21,122 53.42,48.4225,-122.895,Intertidal ledges and reef areas just east of Iceberg Point.,LOW,1131,398,San Juan Islands,Northern Inland,0
Iceberg Pt.,Iceberg Point Area,11.31,Port Townsend,48 25.12,122 53.08,48.42,-122.8856,Intertidal ledges and reef area east of Iceberg Point (USFWS ID 14).,LOW,1131,399,San Juan Islands,Northern Inland,0
Iceberg Pt.,S Lopez/Flint Beach,11.32,Port Townsend,48 25.18,122 52.00,48.4217,-122.8667,Intertidal rocks and reef areas around unnamed rocks in bay east of Iceberg Point.,LOW,1132,400,San Juan Islands,Northern Inland,0
Iceberg Island,Iceberg Island,11.33,Port Townsend,48 25.66,122 53.30,48.435,-122.8917,Intertidal rocks and reef areas around Iceberg Island.,LOW,1133,401,San Juan Islands,Northern Inland,0
Kellett Ledge,Kellett Ledge,11.34,Port Townsend,48 27.03,122 47.52,48.4508,-122.7978,On intertidal reef areas around Kellett Ledge.,LOW,1134,402,San Juan Islands,Northern Inland,0
Spindle Rock/N Blakely Is.,Spindle Rock/N Blakely Is.,11.35,Port Townsend,48 35.30,122 47.96,48.5917,-122.81,Intertidal areas around Spindle Rock.,LOW,1135,403,San Juan Islands,Northern Inland,0
Lummi Rocks,Lummi Rocks,11.36,Port Townsend,48 40.24,122 39.94,48.6733,-122.6761,Intertidal rocks and reef areas around Lummi Rocks.,LOW,1136,404,San Juan Islands,Northern Inland,0
Vendovi Island/E. Side,Vendovi Island/E. Side,11.37,Port Townsend,48 37.02,122 36.66,48.6172,-122.6183,Intertidal rocks and reef areas off northwest side of island.,LOW,1137,405,San Juan Islands,Northern Inland,0
E. Side of Obstruction Is.,E. Side of Obstruction Is.,11.38,Port Townsend,48 35.78,122 48.27,48.605,-122.8075,,Low low,1138,,San Juan Islands,Northern Inland,0
Reef Point,Reef Point,11.39,Port Townsend,48 31.68,122 58.09,48.5356,-122.9692,,,1139,,San Juan Islands,Northern Inland,0
Reef and Island North of Deception Pass,BOWMAN BAY/DECEPTION IS AREA,11.4,Port Townsend,48 24.49,122 40.12,48.4136,-122.67,,,1140,,San Juan Islands,Northern Inland,0
Langley Point Area Reef,Langley Bay/S Burrows Bay,11.41,Port Townsend,48 26.82,122 40.20,48.4561,-122.6722,,,1141,,San Juan Islands,Northern Inland,0
Jack Island,Jack Island,11.42,Port Townsend,48 34.83,122 36.75,48.5897,-122.6208,,,1142,,San Juan Islands,Northern Inland,0
Strawberry Island/ W. Side of Cypress,Strawberry Island/ W. Side of Cypress,11.43,,48 33.69,122 44.12,48.5692,-122.7367,Strawberry Island/ W. Side of Cypress,,1143,,San Juan Islands,Northern Inland,0
James Island,James Island,11.44,,,,48.5039,-122.7825,James Island,,1144,,San Juan Islands,Northern Inland,0
In Tow,In Tow,11.89,Port Townsend,,,,,animals in tow,,1189,,San Juan Islands,Northern Inland,0
Unspecified-H2O,Unspecified-H2O,11.99,Port Townsend,?,?,,,Animals in open water,ALL,1199,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,12,Port Townsend,,,,,unknown haul out location 12.00,,1200,,San Juan Islands,Northern Inland,0
Hall Island Area,Hall Island Area,12.01,Port Townsend,48 26.12,122 54.65,48.4367,-122.9181,Intertidal rocks and reefs around Hall Island (USFWS ID 15).,LOW,1201,406,San Juan Islands,Northern Inland,0
Rock NW of Hall Is.,Hall Island Area,12.02,Port Townsend,48 26.16,122 54.81,48.4378,-122.9225,Rock (USFWS ID 16) and intertidal reef area northwest of Hall Island.,LOW,1201,407,San Juan Islands,Northern Inland,0
Secar Rock,Secar Rock,12.03,Port Townsend,48 26.29,122 54.33,48.4414,-122.9092,"On intertidal areas around Secar Rock (USFWS ID 17), east of Charles Island.                        """,LOW,1203,408,San Juan Islands,Northern Inland,0
Rocks E of Charles Is.,Rocks E of Charles Island,12.04,Port Townsend,48 26.45,122 54.07,48.4458,-122.9019,Intertidal areas around rock (USFWS ID 18) and reef east of Charles Island.,LOW,1204,409,San Juan Islands,Northern Inland,0
SE of Long Island,S Side of Long Is,12.05,Port Townsend,48 26.32,122 54.98,48.4422,-122.9272,Intertidal areas around rock (USFWS ID 19) southeast of Long Island.,LOW,1205,410,San Juan Islands,Northern Inland,0
Reef S of Long Is.,S Side of Long Is,12.06,Port Townsend,48 26.27,122 55.52,48.4408,-122.9311,Intertidal areas around reef south of Long Island.,LOW,1205,411,San Juan Islands,Northern Inland,0
SW of Long Island,S Side of Long Is,12.07,Port Townsend,48 26.35,122 55.84,48.4431,-122.94,Intertidal areas around rock (USFWS ID 20) southwest of Long Island.,LOW,1205,412,San Juan Islands,Northern Inland,0
N of Long Island,N Side of Long Is,12.08,Port Townsend,48 26.62,122 55.30,48.4506,-122.925,Intertidal area around reef north of Long Island.,LOW,1208,413,San Juan Islands,Northern Inland,0
Mummy Rock,Mummy Rock,12.09,Port Townsend,48 26.99,122 55.73,48.4608,-122.9369,Intertidal area around Mummy Rocks (USFWS ID 21).,LOW,1209,414,San Juan Islands,Northern Inland,0
Whale Rock,Whale Rock,12.1,Port Townsend,48 26.84,122 56.46,48.4567,-122.9461,Intertidal areas on Whale Rock.,LOW,1210,415,San Juan Islands,Northern Inland,0
Buck Island,Buck Island,12.11,Port Townsend,48 27.14,122 55.21,48.4539,-122.9225,Intertidal areas on Buck Island (USFWS ID 83).,LOW,1211,416,San Juan Islands,Northern Inland,0
Rocks off Davis Point,Rocks of Davis Point,12.12,Port Townsend,48 27.35,122 55.85,48.4597,-122.9403,Intertidal areas on rocks and reef off Davis Point.,LOW,1212,417,San Juan Islands,Northern Inland,0
Deadman Island,Deadman Island,12.13,Port Townsend,48 27.54,122 56.51,48.465,-122.9475,Intertidal areas on Deadman Island.,LOW,1213,418,San Juan Islands,Northern Inland,0
Goose Island,Goose Island,12.14,Port Townsend,48 27.53,122 57.37,48.4647,-122.9603,Intertidal areas around north end of Goose Island.,LOW,1214,419,San Juan Islands,Northern Inland,0
Shark Reef,Shark Reef,12.15,Port Townsend,48 28.58,122 56.77,48.4828,-122.9547,Intertidal areas on Shark Reef (USFWS ID 23).,LOW,1215,420,San Juan Islands,Northern Inland,0
Harbor Rock,Harbor Island,12.16,Port Townsend,48 28.21,122 58.16,48.4725,-122.9711,Intertidal areas on Harbor Rock (USFWS ID 24).,LOW,1216,421,San Juan Islands,Northern Inland,0
North Pacific Rock,North Pacific Rock,12.17,Port Townsend,48 28.29,122 59.75,48.4747,-123.0042,Intertidal areas on North Pacific Rocks (USFWS ID 25).,LOW,1217,422,San Juan Islands,Northern Inland,0
Halftide Rocks,Halftide Rocks,12.18,Port Townsend,48 28.73,122 59.93,48.4869,-123.0092,Intertidal areas on Halftide Rocks (USFWS ID 26).,LOW,1218,423,San Juan Islands,Northern Inland,0
Low Point,Low Point,12.19,Port Townsend,48 29.09,123  0.40,48.4858,-123.0111,Intertidal areas off Low Point.,LOW,1219,424,San Juan Islands,Northern Inland,0
Reef S of Dinner Is.,Reef S of Dinner Island,12.2,Port Townsend,48 30.30,123  0.41,48.5083,-123.0114,Intertidal reefs and rocks just south of Dinner Island (USFWS ID 74).,LOW,1220,425,San Juan Islands,Northern Inland,0
NW of Dinner Is. (N Bay),Reef NW of Dinner Island,12.21,Port Townsend,48 30.59,123  0.99,48.5164,-123.0275,Intertidal reefs and rocks in North Bay (northwest of Dinner Island).,LOW,1221,426,San Juan Islands,Northern Inland,0
Pear Point Area,Pear Pt Area,12.22,Port Townsend,48 30.89,122 58.82,48.5247,-122.9894,Intertidal reefs off Pear Point.,LOW,1222,427,San Juan Islands,Northern Inland,0
Pear Point Area,Pear Pt Area,12.22,Port Townsend,48 30.83,122 58.94,48.5231,-122.9928,Intertidal reefs off Pear Point.,LOW,1222,428,San Juan Islands,Northern Inland,0
Pear Point Area,Pear Pt Area,12.22,Port Townsend,48 31.08,122 58.58,48.5189,-122.9828,Intertidal reefs just north of Pear Point.,LOW,1222,429,San Juan Islands,Northern Inland,0
Danger Rk/NE of Pear Pt,Danger Rocks,12.23,Port Townsend,48 31.26,122 58.16,48.5239,-122.9711,Intertidal areas around Danger Rock.,LOW,1223,430,San Juan Islands,Northern Inland,0
Reef Point,Reef Point,12.24,Port Townsend,48 31.70,122 58.00,48.5361,-122.9667,Intertidal rock (USFWS ID 51) and reef area off Reef Point.,LOW,1224,431,San Juan Islands,Northern Inland,0
Rock in Hicks Bay,Rocks in Hicks Bay,12.25,Port Townsend,48 33.10,122 58.07,48.5528,-122.9686,Intertidal areas on rocks in Hicks Bay.,LOW,1225,432,San Juan Islands,Northern Inland,0
Rocks NE of Pt. George,Rks NE of Pt George/Parks Bay,12.26,Port Townsend,48 33.99,122 59.01,48.5775,-122.9836,Intertidal areas on rocks northeast of Point George.,LOW,1226,433,San Juan Islands,Northern Inland,0
"Tift Rocks, S of Neck Pt",Tift Rocks/S of Neck Point,12.27,Port Townsend,48 34.71,122 59.84,48.5864,-123.0067,Intertidal areas on Tift Rocks (south of Neck Point).,LOW,1227,434,San Juan Islands,Northern Inland,0
"E Of Neck Pt, Shaw Island",E of Neck Point/Shaw Island,12.28,Port Townsend,48 35.22,123  0.38,48.5894,-123.0106,Intertidal areas on rocks east of Neck Point.,LOW,1228,435,San Juan Islands,Northern Inland,0
Bell Is./E of Crane Is.,Bell Island/E of Crane Island,12.29,Port Townsend,48 35.77,122 58.76,48.6047,-122.9878,Intertidal areas on Bell Island.,LOW,1229,436,San Juan Islands,Northern Inland,0
Reef W of Cliff Is.,Shirt Tail Ree/W of Cliff Island,12.3,Port Townsend,48 35.33,123  1.13,48.5925,-123.0203,Intertidal reef area west of Cliff Island.,LOW,1230,437,San Juan Islands,Northern Inland,0
Nob Island,Nob Island,12.31,Port Townsend,48 35.47,123  1.04,48.5964,-123.0178,Intertidal areas on Nob Island.,LOW,1231,438,San Juan Islands,Northern Inland,0
Bird Rk./W of Crane Is.,Bird Rock/W of Crane Island,12.32,Port Townsend,48 35.90,123  0.82,48.6083,-123.0228,Intertidal areas on Bird Rock (USFWS ID 68).,LOW,1232,439,San Juan Islands,Northern Inland,0
Reef Island,Reef Island,12.33,Port Townsend,48 36.31,123  0.97,48.6086,-123.0269,Intertidal areas on Reef Island.,LOW,1233,440,San Juan Islands,Northern Inland,0
Rock W of Yellow Is,Reefs W of Yellow Is,12.34,Port Townsend,48 35.46,123  1.97,48.5961,-123.0436,Intertidal areas on rocks and reef west of Yellow Island (USFWS ID 69).,LOW,1234,441,San Juan Islands,Northern Inland,0
Rocky Bay,Rocky Bay/O'neil Is,12.35,Port Townsend,48 36.05,123  5.87,48.6014,-123.1075,Intertidal areas on reef in west Rocky Bay.,LOW,1235,442,San Juan Islands,Northern Inland,0
Rocks SW of O'Neil Is.,Rocky Bay/O'neil Is,12.36,Port Townsend,48 36.20,123  5.53,48.6056,-123.0981,Intertidal areas on O'Neil Island in Rocky Bay.,LOW,1235,443,San Juan Islands,Northern Inland,0
Blind Island,Blind Island,12.37,Port Townsend,48 35.21,122 56.33,48.5892,-122.9425,Intertidal areas on Blind Island.,LOW,1237,444,San Juan Islands,Northern Inland,0
Blind Island,Blind Island,12.37,Port Townsend,48 35.12,122 56.13,48.5867,-122.9369,Intertidal areas on rocks and reefs around Blind Island.,LOW,1237,445,San Juan Islands,Northern Inland,0
S of Grindstone Harbor,SE of Grindstone Harbor,12.38,Port Townsend,48 35.49,122 54.07,48.5969,-122.9019,Intertidal rocks and reef south of Grindstone Harbor.,LOW,1238,446,San Juan Islands,Northern Inland,0
Shag Rock,Shag Rock,12.39,Port Townsend,48 35.50,122 52.43,48.5972,-122.8786,Intertidal areas on Shag Rock (USFWS ID 53).,LOW,1239,447,San Juan Islands,Northern Inland,0
East Sound/Twin Rocks,East Sound/Twin Rocks,12.4,Port Townsend,48 36.94,122 51.82,48.6261,-122.8728,Intertidal areas around Twin Rocks in East Sound.,LOW,1240,448,San Juan Islands,Northern Inland,0
Leo Reef,Leo Reef,12.41,Port Townsend,48 33.19,122 51.25,48.5553,-122.8569,Intertidal areas around Leo Reef.,LOW,1241,449,San Juan Islands,Northern Inland,0
Flower Island,Flower Island,12.42,Port Townsend,48 32.78,122 51.11,48.555,-122.8531,Intertidal areas around Flower Island (USFWS ID 54).,LOW,1242,450,San Juan Islands,Northern Inland,0
Willow Island,Willow Island,12.43,Port Townsend,48 32.38,122 49.30,48.5439,-122.825,Intertidal areas around Willow Island (USFWS ID 55).,LOW,1243,451,San Juan Islands,Northern Inland,0
Hauled Out Unknown,Small Island,12.44,Port Townsend,48 29.74,122 51.71,48.5039,-122.8697,Intertidal areas on Small Island (USFWS ID 1).,LOW,1244,452,San Juan Islands,Northern Inland,0
Crab Island,Crab Island,12.45,Port Townsend,48 27.71,122 50.60,48.4697,-122.85,Intertidal areas on Crab Island (USFWS ID 5).,LOW,1245,453,San Juan Islands,Northern Inland,0
Ram Island,Ram Island,12.46,Port Townsend,48 28.51,122 49.93,48.4808,-122.8425,Intertidal areas on Ram Island.,LOW,1246,454,San Juan Islands,Northern Inland,0
McConnell Island,McConnell Island,12.47,Port Townsend,48 35.65,123  1.30,48.6014,-123.025,Intertidal areas around McConnell Island.,LOW,1247,455,San Juan Islands,Northern Inland,0
Reef E of Jones Island,Reef E of Jones Island,12.48,Port Townsend,48 36.74,123  2.16,48.6206,-123.0378,Intertidal reef areas on east side of Jones Island.,LOW,1248,456,San Juan Islands,Northern Inland,0
East Sound/NW of Rosario,E Sound/NW of Rosario,12.49,Port Townsend,48 39.16,122 52.82,48.6544,-122.8894,Intertidal reefs and rocks in East Sound.,LOW,1249,457,San Juan Islands,Northern Inland,0
